timestamp,beach_id,rainfall_mm,synthetic_flag,source_class
2025-02-23 00:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 00:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 00:00:00,bondi,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 00:00:00,coogee,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 00:00:00,cronulla,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 00:00:00,balmoral,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,bondi,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,coogee,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,cronulla,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 01:00:00,balmoral,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,bondi,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,coogee,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,cronulla,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 02:00:00,balmoral,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,bondi,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,coogee,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,cronulla,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 03:00:00,balmoral,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,bondi,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,coogee,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,cronulla,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 04:00:00,balmoral,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 05:00:00,palm-beach,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-02-23 05:00:00,north-steyne,0.0,true,SYNTHETIC_ENGINEERING_FIXTURE
